                      name                       |                      name                       |                                                                           show_trgm                                                                           |                                                                         show_trgm                                                                         | similarity 
 Cheesecake Factory                              | Cheesecake Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 Cheesecake Factory                              | Cheesecake Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 Cheesecake Factory                              | Cheesecake Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 Cheesecake Factoy                               | Cheesecake Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,sec,toy}                                                                                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.882353
 Cheesecakw Factolry                             | Cheesecake Factory                              | {act,akw,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,lry,olr,sec,tol}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.777778
 Cheesecqied Factory                             | Cheesecake Factory                              | {act,c#,che,che!,cqi,cto,ecq,ees,ese,f#,fac,fac!,hee,ied,ory,qie,sec,tor}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.777778
 Cherse Cake Factoryh                            | Cheesecake Factory                              | {act,ake,c#,cak,cak!,che,che!,cto,ers,f#,fac,fac!,her,ory,rse,ryh,tor}                                                                                        | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.705882
 Chewesecake Factory                             | Cheesecake Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ese,ewe,f#,fac,fac!,hew,ory,sec,tor,wes}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.833333
 Cheesecake Factory                              | Cheesecaqke Factory                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.833333
 Cheesecake Factory                              | Cheesecaqke Factory                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.833333
 Cheesecake Factory                              | Cheesecaqke Factory                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.833333
 Cheesecake Factory                              | Cheesecaqke Factory                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.833333
 Cheesecake Factory                              | Cheesecaqke Factory                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.833333
 Cheesecake Factoy                               | Cheesecaqke Factory                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,sec,toy}                                                                                             | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.722222
 Cheesecakw Factolry                             | Cheesecaqke Factory                             | {act,akw,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,lry,olr,sec,tol}                                                                                     | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.722222
 Cheesecqied Factory                             | Cheesecaqke Factory                             | {act,c#,che,che!,cqi,cto,ecq,ees,ese,f#,fac,fac!,hee,ied,ory,qie,sec,tor}                                                                                     | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.777778
 Chewesecake Factory                             | Cheesecaqke Factory                             | {act,ake,c#,cak,che,che!,cto,eca,ese,ewe,f#,fac,fac!,hew,ory,sec,tor,wes}                                                                                     | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.722222
 Cheesecake Factory                              | Cheesecske Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,c#,che,che!,csk,cto,ecs,ees,ese,f#,fac,fac!,hee,ory,sec,ske,tor}                                                                                     |   0.823529
 Cheesecake Factory                              | Cheesecske Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,c#,che,che!,csk,cto,ecs,ees,ese,f#,fac,fac!,hee,ory,sec,ske,tor}                                                                                     |   0.823529
 Cheesecake Factory                              | Cheesecske Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,c#,che,che!,csk,cto,ecs,ees,ese,f#,fac,fac!,hee,ory,sec,ske,tor}                                                                                     |   0.823529
 Cheesecake Factory                              | Cheesecske Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,c#,che,che!,csk,cto,ecs,ees,ese,f#,fac,fac!,hee,ory,sec,ske,tor}                                                                                     |   0.823529
 Cheesecake Factory                              | Cheesecske Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,c#,che,che!,csk,cto,ecs,ees,ese,f#,fac,fac!,hee,ory,sec,ske,tor}                                                                                     |   0.823529
 Cheesecake Factoy                               | Cheesecske Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,sec,toy}                                                                                             | {act,c#,che,che!,csk,cto,ecs,ees,ese,f#,fac,fac!,hee,ory,sec,ske,tor}                                                                                     |   0.705882
 Cheesecqied Factory                             | Cheesecske Factory                              | {act,c#,che,che!,cqi,cto,ecq,ees,ese,f#,fac,fac!,hee,ied,ory,qie,sec,tor}                                                                                     | {act,c#,che,che!,csk,cto,ecs,ees,ese,f#,fac,fac!,hee,ory,sec,ske,tor}                                                                                     |   0.777778
 Cheever's Cafe                                  | Cheever's Cafe                                  | {afe,c#,caf,caf!,che,che!,eev,eve,hee,s,ver}                                                                                                                  | {afe,c#,caf,caf!,che,che!,eev,eve,hee,s,ver}                                                                                                              |          1
 Chef's Exsperience China Bistro                 | Chef's Experience China Bistro                  | {b#,bis,bis!,c#,che,che!,chi,chi!,e#,enc,eri,exs,exs!,hef,hin,ien,ina,ist,nce,per,rie,s,spe,str,tro,xsp}                                                      | {b#,bis,bis!,c#,che,che!,chi,chi!,e#,enc,eri,exp,exp!,hef,hin,ien,ina,ist,nce,per,rie,s,str,tro,xpe}                                                      |   0.846154
 Cappy's Restaurant                              | Chef's Restaurant                               | {ant,app,aur,c#,cap,cap!,est,ppy,r#,ran,res,res!,s,sta,tau,ura}                                                                                               | {ant,aur,c#,che,che!,est,hef,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |       0.75
 Chef Mavro restaurant                           | Chef's Restaurant                               | {ant,aur,avr,c#,che,che!,est,hef,m#,mav,mav!,r#,ran,res,res!,sta,tau,ura,vro}                                                                                 | {ant,aur,c#,che,che!,est,hef,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |   0.736842
 Chuy's Restaurant                               | Chef's Restaurant                               | {ant,aur,c#,chu,chu!,est,huy,r#,ran,res,res!,s,sta,tau,ura}                                                                                                   | {ant,aur,c#,che,che!,est,hef,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |        0.8
 Cibo Restaurant                                 | Chef's Restaurant                               | {ant,aur,c#,cib,cib!,est,ibo,r#,ran,res,res!,sta,tau,ura}                                                                                                     | {ant,aur,c#,che,che!,est,hef,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |   0.733333
 Cole' Restaurant                                | Chef's Restaurant                               | {ant,aur,c#,col,col!,est,ole,r#,ran,res,res!,sta,tau,ura}                                                                                                     | {ant,aur,c#,che,che!,est,hef,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |   0.733333
 Chelinos Mexican Restaurant                     | Chelinos Mexian Restaurant                      | {ant,aur,c#,can,che,che!,eli,est,exi,hel,ica,ino,lin,m#,mex,mex!,nos,r#,ran,res,res!,sta,tau,ura,xic}                                                         | {ant,aur,c#,che,che!,eli,est,exi,hel,ian,ino,lin,m#,mex,mex!,nos,r#,ran,res,res!,sta,tau,ura,xia}                                                         |       0.88
 Ark Chinee Restaurant                           | Chen's Chinese Restaurant                       | {a#,ant,ark,ark!,aur,c#,chi,chi!,est,hin,ine,nee,r#,ran,res,res!,sta,tau,ura}                                                                                 | {ant,aur,c#,che,che!,chi,chi!,ese,est,hen,hin,ine,nes,r#,ran,res,res!,s,sta,tau,ura}                                                                      |   0.714286
 Chedn's Chinese Restauant                       | Chen's Chinese Restaurant                       | {ant,aua,c#,che,che!,chi,chi!,edn,ese,est,hed,hin,ine,nes,r#,res,res!,s,sta,tau,uan}                                                                          | {ant,aur,c#,che,che!,chi,chi!,ese,est,hen,hin,ine,nes,r#,ran,res,res!,s,sta,tau,ura}                                                                      |   0.809524
 Chevys Fresg Mex                                | Chevys Fresh Mex                                | {c#,che,che!,esg,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                     | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                 |   0.928571
 Chevys Fresh Mex                                | Chevys Fresh Mex                                | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                     | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                 |          1
 Chevys Fresh Mex                                | Chevys Fresh Mex                                | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                     | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                 |          1
 Chevys Fresh Mex                                | Chevys Fresh Mex                                | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                     | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                 |          1
 Chevys Fresg Mex                                | Chevys Fresh Mex                                | {c#,che,che!,esg,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                     | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                 |   0.928571
 Chevys Fresh Mex                                | Chevys Fresh Mex                                | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                     | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                 |          1
 Chevys Fresh Mex                                | Chevys Fresh Mex                                | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                     | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                 |          1
 Chevys Fresh Mex                                | Chevys Fresh Mex                                | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                     | {c#,che,che!,esh,evy,f#,fre,fre!,hev,m#,mex,mex!,res,vys}                                                                                                 |          1
 Chiapparellio' Restaurant                       | Chiapparelli's Restaurant                       | {ant,app,are,aur,c#,chi,chi!,ell,est,hia,iap,lio,lli,par,ppa,r#,ran,rel,res,res!,sta,tau,ura}                                                                 | {ant,app,are,aur,c#,chi,chi!,ell,est,hia,iap,lli,par,ppa,r#,ran,rel,res,res!,s,sta,tau,ura}                                                               |   0.956522
 Chick-fil-A of Bakersfioeld                     | Chick-fil-A of Bakesfield                       | {a,ake,b#,bak,bak!,c#,chi,chi!,eld,ers,f#,fil,fil!,fio,hic,ick,ioe,ker,oel,of,rsf,sfi}                                                                        | {a,ake,b#,bak,bak!,c#,chi,chi!,eld,esf,f#,fie,fil,fil!,hic,ick,iel,kes,of,sfi}                                                                            |   0.727273
 Chili's Groll & Bar                             | Chili's Grill & Bar                             | {b#,bar,bar!,c#,chi,chi!,g#,gro,gro!,hil,ili,oll,rol,s}                                                                                                       | {b#,bar,bar!,c#,chi,chi!,g#,gri,gri!,hil,ili,ill,ril,s}                                                                                                   |   0.714286
 Cili's Grill & Bar                              | Chili's Grill & Bar                             | {b#,bar,bar!,c#,cil,cil!,g#,gri,gri!,ili,ill,ril,s}                                                                                                           | {b#,bar,bar!,c#,chi,chi!,g#,gri,gri!,hil,ili,ill,ril,s}                                                                                                   |   0.785714
 Chili's Groll & Bar                             | Chili's Grill & Bar                             | {b#,bar,bar!,c#,chi,chi!,g#,gro,gro!,hil,ili,oll,rol,s}                                                                                                       | {b#,bar,bar!,c#,chi,chi!,g#,gri,gri!,hil,ili,ill,ril,s}                                                                                                   |   0.714286
 Cili's Grill & Bar                              | Chili's Grill & Bar                             | {b#,bar,bar!,c#,cil,cil!,g#,gri,gri!,ili,ill,ril,s}                                                                                                           | {b#,bar,bar!,c#,chi,chi!,g#,gri,gri!,hil,ili,ill,ril,s}                                                                                                   |   0.785714
 Chili's Groll & Bar                             | Chili's Grill & Bar                             | {b#,bar,bar!,c#,chi,chi!,g#,gro,gro!,hil,ili,oll,rol,s}                                                                                                       | {b#,bar,bar!,c#,chi,chi!,g#,gri,gri!,hil,ili,ill,ril,s}                                                                                                   |   0.714286
 Cili's Grill & Bar                              | Chili's Grill & Bar                             | {b#,bar,bar!,c#,cil,cil!,g#,gri,gri!,ili,ill,ril,s}                                                                                                           | {b#,bar,bar!,c#,chi,chi!,g#,gri,gri!,hil,ili,ill,ril,s}                                                                                                   |   0.785714
 Cili's Grill & Bar                              | Chili's Grillk & Bar                            | {b#,bar,bar!,c#,cil,cil!,g#,gri,gri!,ili,ill,ril,s}                                                                                                           | {b#,bar,bar!,c#,chi,chi!,g#,gri,gri!,hil,ili,ill,llk,ril,s}                                                                                               |   0.733333
 Chikma Btazilian Steakhouse                     | Chima Brazilian Steakhouse                      | {akh,azi,b#,bta,bta!,c#,chi,chi!,eak,hik,hou,ian,ikm,ili,kho,kma,lia,ous,s#,ste,ste!,taz,tea,use,zil}                                                         | {akh,azi,b#,bra,bra!,c#,chi,chi!,eak,him,hou,ian,ili,ima,kho,lia,ous,raz,s#,ste,ste!,tea,use,zil}                                                         |       0.76
 China Gourmet                                   | China Gouret                                    | {c#,chi,chi!,g#,gou,gou!,hin,ina,met,our,rme,urm}                                                                                                             | {c#,chi,chi!,g#,gou,gou!,hin,ina,our,ret,ure}                                                                                                             |       0.75
 Chipotle Mexican Grill - Sa Ramopn              | Chipotld Mexican Grill - San Rmon               | {amo,c#,can,chi,chi!,exi,g#,gri,gri!,hip,ica,ill,ipo,m#,mex,mex!,mop,opn,otl,pot,r#,ram,ram!,ril,sa,tle,xic}                                                  | {c#,can,chi,chi!,exi,g#,gri,gri!,hip,ica,ill,ipo,m#,mex,mex!,mon,otl,pot,r#,ril,rmo,rmo!,s#,san,san!,tld,xic}                                             |   0.740741
 Chop House                                      | Chop Houwe                                      | {c#,cho,cho!,h#,hop,hou,hou!,ous,use}                                                                                                                         | {c#,cho,cho!,h#,hop,hou,hou!,ouw,uwe}                                                                                                                     |   0.777778
 Cho Sun Galbee                                  | Cho Sun Galbee                                  | {alb,bee,c#,cho,cho!,g#,gal,gal!,lbe,s#,sun,sun!}                                                                                                             | {alb,bee,c#,cho,cho!,g#,gal,gal!,lbe,s#,sun,sun!}                                                                                                         |          1
 Chuy's Restaurant                               | Chuy'w Restaursy                                | {ant,aur,c#,chu,chu!,est,huy,r#,ran,res,res!,s,sta,tau,ura}                                                                                                   | {aur,c#,chu,chu!,est,huy,r#,res,res!,rsy,sta,tau,urs,w}                                                                                                   |   0.733333
 Citrus anmd Spicew: Thai Fusion Cuisine         | Citrus aqnd Spice: Thai Fusion Cuisine          | {a#,anm,anm!,c#,cew,cit,cit!,cui,cui!,f#,fus,fus!,hai,ice,ine,ion,isi,itr,nmd,pic,rus,s#,sin,sio,spi,spi!,t#,tha,tha!,tru,uis,usi}                            | {a#,aqn,aqn!,c#,cit,cit!,cui,cui!,f#,fus,fus!,hai,ice,ine,ion,isi,itr,pic,qnd,rus,s#,sin,sio,spi,spi!,t#,tha,tha!,tru,uis,usi}                            |      0.875
 Citrus Restaurant                               | Citrus Restauranr                               | {ant,aur,c#,cit,cit!,est,itr,r#,ran,res,res!,rus,sta,tau,tru,ura}                                                                                             | {anr,aur,c#,cit,cit!,est,itr,r#,ran,res,res!,rus,sta,tau,tru,ura}                                                                                         |     0.9375
 China Expres                                    | Cjina Expres                                    | {c#,chi,chi!,e#,exp,exp!,hin,ina,pre,res,xpr}                                                                                                                 | {c#,cji,cji!,e#,exp,exp!,ina,jin,pre,res,xpr}                                                                                                             |   0.727273
 Claim Jumper Restauran                          | Claim Jumper Restaurany                         | {aim,aur,c#,cla,cla!,est,j#,jum,jum!,lai,mpe,per,r#,ran,res,res!,sta,tau,ump,ura}                                                                             | {aim,any,aur,c#,cla,cla!,est,j#,jum,jum!,lai,mpe,per,r#,ran,res,res!,sta,tau,ump,ura}                                                                     |   0.952381
 Claim Jumper Rwstaurant                         | Claim Jumper Restaurany                         | {aim,ant,aur,c#,cla,cla!,j#,jum,jum!,lai,mpe,per,r#,ran,rws,rws!,sta,tau,ump,ura,wst}                                                                         | {aim,any,aur,c#,cla,cla!,est,j#,jum,jum!,lai,mpe,per,r#,ran,res,res!,sta,tau,ump,ura}                                                                     |   0.809524
 Clafendon Grill                                 | Clarendon Gril                                  | {afe,c#,cla,cla!,don,end,fen,g#,gri,gri!,ill,laf,ndo,ril}                                                                                                     | {are,c#,cla,cla!,don,end,g#,gri,gri!,lar,ndo,ren,ril}                                                                                                     |   0.714286
 Clark's Fish Camp Seafood Restaurant            | Clark's Fish Camp Seafood Restajrant            | {afo,amp,ant,ark,aur,c#,cam,cam!,cla,cla!,eaf,est,f#,fis,fis!,foo,ish,lar,ood,r#,ran,res,res!,s,s#,sea,sea!,sta,tau,ura}                                      | {afo,ajr,amp,ant,ark,c#,cam,cam!,cla,cla!,eaf,est,f#,fis,fis!,foo,ish,jra,lar,ood,r#,ran,res,res!,s,s#,sea,sea!,sta,taj}                                  |        0.9
 Cleveland Marriott Downtown at Key Ceter        | Cleveland Marriotty Downtown at Key Center      | {and,arr,at,c#,cet,cet!,cle,cle!,d#,dow,dow!,ela,ete,eve,iot,k#,key,key!,lan,lev,m#,mar,mar!,nto,ott,own,rio,rri,ter,tow,vel,wnt}                             | {and,arr,at,c#,cen,cen!,cle,cle!,d#,dow,dow!,ela,ent,eve,iot,k#,key,key!,lan,lev,m#,mar,mar!,nte,nto,ott,own,rio,rri,ter,tow,tty,vel,wnt}                 |   0.852941
 Club One Casiono                                | Club One Casibp                                 | {asi,c#,cas,cas!,clu,clu!,ion,lub,o#,one,one!,ono,sio}                                                                                                        | {asi,c#,cas,cas!,clu,clu!,ibp,lub,o#,one,one!,sib}                                                                                                        |   0.769231
 Colach Insignia                                 | Coach Insignia                                  | {ach,c#,col,col!,gni,i#,ign,ins,ins!,lac,nia,nsi,ola,sig}                                                                                                     | {ach,c#,coa,coa!,gni,i#,ign,ins,ins!,nia,nsi,oac,sig}                                                                                                     |   0.714286
 Coconut Bay                                     | Coconut Bay                                     | {b#,bay,bay!,c#,coc,coc!,con,nut,oco,onu}                                                                                                                     | {b#,bay,bay!,c#,coc,coc!,con,nut,oco,onu}                                                                                                                 |          1
 Coco's Bakery Restaurant                        | Coco's Bakery Restuyrant                        | {ake,ant,aur,b#,bak,bak!,c#,coc,coc!,ery,est,ker,oco,r#,ran,res,res!,s,sta,tau,ura}                                                                           | {ake,ant,b#,bak,bak!,c#,coc,coc!,ery,est,ker,oco,r#,ran,res,res!,s,stu,tuy,uyr,yra}                                                                       |   0.809524
 Cappy's Restaurant                              | Cole's Restaurant                               | {ant,app,aur,c#,cap,cap!,est,ppy,r#,ran,res,res!,s,sta,tau,ura}                                                                                               | {ant,aur,c#,col,col!,est,ole,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |       0.75
 Chuy's Restaurant                               | Cole's Restaurant                               | {ant,aur,c#,chu,chu!,est,huy,r#,ran,res,res!,s,sta,tau,ura}                                                                                                   | {ant,aur,c#,col,col!,est,ole,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |        0.8
 Cibo Restaurant                                 | Cole's Restaurant                               | {ant,aur,c#,cib,cib!,est,ibo,r#,ran,res,res!,sta,tau,ura}                                                                                                     | {ant,aur,c#,col,col!,est,ole,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |   0.733333
 Cole' Restaurant                                | Cole's Restaurant                               | {ant,aur,c#,col,col!,est,ole,r#,ran,res,res!,sta,tau,ura}                                                                                                     | {ant,aur,c#,col,col!,est,ole,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |   0.933333
 Colonnade Boston Hotel                          | Coloinnade Bostopn Hotel                        | {ade,b#,bos,bos!,c#,col,col!,h#,hot,hot!,lon,nad,nna,olo,onn,ost,ote,sto,tel,ton}                                                                             | {ade,b#,bos,bos!,c#,col,col!,h#,hot,hot!,inn,loi,nad,nna,oin,olo,opn,ost,ote,sto,tel,top}                                                                 |   0.772727
 Columbi Resraurant: Ybor Coy                    | Columbia Restaurant: Ybor City                  | {ant,aur,bor,c#,col,col!,coy,coy!,esr,lum,mbi,olu,r#,ran,rau,res,res!,sra,umb,ura,y#,ybo,ybo!}                                                                | {ant,aur,bia,bor,c#,cit,cit!,col,col!,est,ity,lum,mbi,olu,r#,ran,res,res!,sta,tau,umb,ura,y#,ybo,ybo!}                                                    |       0.72
 Conrad Indeianapols hotl                        | Conrad Indianapolis hotel                       | {ana,apo,c#,con,con!,dei,eia,h#,hot,hot!,i#,ian,ind,ind!,nap,nde,nra,ols,onr,otl,pol,rad}                                                                     | {ana,apo,c#,con,con!,dia,h#,hot,hot!,i#,ian,ind,ind!,lis,nap,ndi,nra,oli,onr,ote,pol,rad,tel}                                                             |    0.73913
 Contrafa Cafe In the Siena                      | Contrada Cafew In the Siena                     | {afa,afe,c#,caf,caf!,con,con!,ena,ien,in,ntr,ont,raf,s#,sie,sie!,t#,the,the!,tra}                                                                             | {ada,afe,c#,caf,caf!,con,con!,ena,few,ien,in,ntr,ont,rad,s#,sie,sie!,t#,the,the!,tra}                                                                     |   0.857143
 Corso                                           | Corso                                           | {c#,cor,cor!,ors,rso}                                                                                                                                         | {c#,cor,cor!,ors,rso}                                                                                                                                     |          1
 Cosmi Cafe                                      | Cosmic Cafe                                     | {afe,c#,caf,caf!,cos,cos!,osm,smi}                                                                                                                            | {afe,c#,caf,caf!,cos,cos!,mic,osm,smi}                                                                                                                    |   0.888889
 Cosmos Cafe                                     | Cosmic Cafe                                     | {afe,c#,caf,caf!,cos,cos!,mos,osm,smo}                                                                                                                        | {afe,c#,caf,caf!,cos,cos!,mic,osm,smi}                                                                                                                    |   0.777778
 Cosmos Restaurant                               | Cosmkos Restauraby                              | {ant,aur,c#,cos,cos!,est,mos,osm,r#,ran,res,res!,smo,sta,tau,ura}                                                                                             | {aby,aur,c#,cos,cos!,est,kos,mko,osm,r#,rab,res,res!,smk,sta,tau,ura}                                                                                     |   0.705882
 Cosmi Cafe                                      | Cosmos Cafe                                     | {afe,c#,caf,caf!,cos,cos!,osm,smi}                                                                                                                            | {afe,c#,caf,caf!,cos,cos!,mos,osm,smo}                                                                                                                    |   0.777778
 Cosmos Cafe                                     | Cosmos Cafe                                     | {afe,c#,caf,caf!,cos,cos!,mos,osm,smo}                                                                                                                        | {afe,c#,caf,caf!,cos,cos!,mos,osm,smo}                                                                                                                    |          1
 Coswm's Pizza                                   | Cosmo's Pizza                                   | {c#,cos,cos!,izz,osw,p#,piz,piz!,s,swm,zza}                                                                                                                   | {c#,cos,cos!,izz,osm,p#,piz,piz!,s,smo,zza}                                                                                                               |   0.818182
 Court of Two Sisters                            | Court of Two Sisters                            | {c#,cou,cou!,ers,ist,of,our,s#,sis,sis!,ste,t#,ter,two,two!,urt}                                                                                              | {c#,cou,cou!,ers,ist,of,our,s#,sis,sis!,ste,t#,ter,two,two!,urt}                                                                                          |          1
 Cappy's Restaurant                              | Cppy's Restaurant                               | {ant,app,aur,c#,cap,cap!,est,ppy,r#,ran,res,res!,s,sta,tau,ura}                                                                                               | {ant,aur,c#,cpp,cpp!,est,ppy,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |     0.8125
 Chuy's Restaurant                               | Cppy's Restaurant                               | {ant,aur,c#,chu,chu!,est,huy,r#,ran,res,res!,s,sta,tau,ura}                                                                                                   | {ant,aur,c#,cpp,cpp!,est,ppy,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |        0.8
 Cibo Restaurant                                 | Cppy's Restaurant                               | {ant,aur,c#,cib,cib!,est,ibo,r#,ran,res,res!,sta,tau,ura}                                                                                                     | {ant,aur,c#,cpp,cpp!,est,ppy,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |   0.733333
 Cole' Restaurant                                | Cppy's Restaurant                               | {ant,aur,c#,col,col!,est,ole,r#,ran,res,res!,sta,tau,ura}                                                                                                     | {ant,aur,c#,cpp,cpp!,est,ppy,r#,ran,res,res!,s,sta,tau,ura}                                                                                               |   0.733333
 Crepevine                                       | Crepevine                                       | {c#,cre,cre!,epe,evi,ine,pev,rep,vin}                                                                                                                         | {c#,cre,cre!,epe,evi,ine,pev,rep,vin}                                                                                                                     |          1
 Croll's Pizza in Alameda                        | Crokl's Pizsa in Alameda                        | {a#,ala,ala!,ame,c#,cro,cro!,eda,in,izz,lam,med,oll,p#,piz,piz!,rol,s,zza}                                                                                    | {a#,ala,ala!,ame,c#,cro,cro!,eda,in,izs,lam,med,okl,p#,piz,piz!,rok,s,zsa}                                                                                |   0.789474
 Crouching Tger Restaurant                       | Crouching Tiger Restaurat                       | {ant,aur,c#,chi,cro,cro!,est,ger,hin,ing,ouc,r#,ran,res,res!,rou,sta,t#,tau,tge,tge!,uch,ura}                                                                 | {aur,c#,chi,cro,cro!,est,ger,hin,ige,ing,ouc,r#,rat,res,res!,rou,sta,t#,tau,tig,tig!,uch,ura}                                                             |   0.826087
